"GEO_ID","NAME","B19113_001E","B19113_001M",
"Geography","Geographic Area Name","Estimate!!Median family income in the past 12 months (in 2023 inflation-adjusted dollars)","Margin of Error!!Median family income in the past 12 months (in 2023 inflation-adjusted dollars)",
"1400000US53005010820","Census Tract 108.20; Benton County; Washington","112803","27700",
"1400000US53005010901","Census Tract 109.01; Benton County; Washington","85455","36150",
"1400000US53005010902","Census Tract 109.02; Benton County; Washington","73721","21514",
"1400000US53005011001","Census Tract 110.01; Benton County; Washington","78807","32634",
"1400000US53005011002","Census Tract 110.02; Benton County; Washington","66389","28768",
"1400000US53005011100","Census Tract 111; Benton County; Washington","79563","18495",
"1400000US53005011201","Census Tract 112.01; Benton County; Washington","45018","6097",
"1400000US53005011202","Census Tract 112.02; Benton County; Washington","36192","4815",
"1400000US53005011300","Census Tract 113; Benton County; Washington","74005","18061",
"1400000US53005011401","Census Tract 114.01; Benton County; Washington","66563","23003",
"1400000US53005011402","Census Tract 114.02; Benton County; Washington","109953","15260",
"1400000US53005011501","Census Tract 115.01; Benton County; Washington","84383","7283",
"1400000US53005011504","Census Tract 115.04; Benton County; Washington","87708","20007",
"1400000US53005011505","Census Tract 115.05; Benton County; Washington","85134","31373",
"1400000US53005011506","Census Tract 115.06; Benton County; Washington","139538","31385",
"1400000US53005011600","Census Tract 116; Benton County; Washington","83000","30888",
"1400000US53005011701","Census Tract 117.01; Benton County; Washington","69617","47766",
"1400000US53005011702","Census Tract 117.02; Benton County; Washington","66995","16686",
"1400000US53005011801","Census Tract 118.01; Benton County; Washington","107868","44196",
"1400000US53005011802","Census Tract 118.02; Benton County; Washington","93514","13098",
"1400000US53005011900","Census Tract 119; Benton County; Washington","90066","30660",
"1400000US53005012000","Census Tract 120; Benton County; Washington","-","**",
"1400000US53007960100","Census Tract 9601; Chelan County; Washington","88625","36380",
"1400000US53007960201","Census Tract 9602.01; Chelan County; Washington","101131","8732",
"1400000US53007960202","Census Tract 9602.02; Chelan County; Washington","97829","44908",
"1400000US53007960203","Census Tract 9602.03; Chelan County; Washington","83606","41482",
"1400000US53007960301","Census Tract 9603.01; Chelan County; Washington","58421","26185",
"1400000US53007960302","Census Tract 9603.02; Chelan County; Washington","112531","24114",
"1400000US53007960303","Census Tract 9603.03; Chelan County; Washington","90688","33439",
"1400000US53007960400","Census Tract 9604; Chelan County; Washington","74044","14556",
"1400000US53007960501","Census Tract 9605.01; Chelan County; Washington","147292","65166",
"1400000US53007960502","Census Tract 9605.02; Chelan County; Washington","93385","32673",
"1400000US53007960600","Census Tract 9606; Chelan County; Washington","80063","29393",
"1400000US53007960700","Census Tract 9607; Chelan County; Washington","137308","27264",
"1400000US53007960801","Census Tract 9608.01; Chelan County; Washington","117414","18983",
"1400000US53007960803","Census Tract 9608.03; Chelan County; Washington","75417","15702",
"1400000US53007960804","Census Tract 9608.04; Chelan County; Washington","88454","14718",
"1400000US53007961001","Census Tract 9610.01; Chelan County; Washington","68391","3899",
"1400000US53007961002","Census Tract 9610.02; Chelan County; Washington","80000","23762",
"1400000US53007961101","Census Tract 9611.01; Chelan County; Washington","58774","13160",
"1400000US53007961102","Census Tract 9611.02; Chelan County; Washington","87936","13303",
"1400000US53007961200","Census Tract 9612; Chelan County; Washington","115682","32114",
"1400000US53007961301","Census Tract 9613.01; Chelan County; Washington","115500","11581",
"1400000US53007961303","Census Tract 9613.03; Chelan County; Washington","105063","15768",
"1400000US53007961304","Census Tract 9613.04; Chelan County; Washington","93481","13239",
"1400000US53009000300","Census Tract 3; Clallam County; Washington","73889","23478",
"1400000US53009000600","Census Tract 6; Clallam County; Washington","90378","19065",
"1400000US53009000700","Census Tract 7; Clallam County; Washington","62212","19528",
"1400000US53009000800","Census Tract 8; Clallam County; Washington","82577","12350",
"1400000US53009000900","Census Tract 9; Clallam County; Washington","68342","8365",
"1400000US53009001000","Census Tract 10; Clallam County; Washington","88151","14972",
"1400000US53009001100","Census Tract 11; Clallam County; Washington","75156","19749",
"1400000US53009001200","Census Tract 12; Clallam County; Washington","96707","10252",
"1400000US53009001300","Census Tract 13; Clallam County; Washington","85828","7268",
"1400000US53009001400","Census Tract 14; Clallam County; Washington","103269","23568",
"1400000US53009001500","Census Tract 15; Clallam County; Washington","94375","19497",
"1400000US53009001600","Census Tract 16; Clallam County; Washington","81750","13262",
"1400000US53009001701","Census Tract 17.01; Clallam County; Washington","111506","22743",
"1400000US53009001702","Census Tract 17.02; Clallam County; Washington","89769","27470",
"1400000US53009001800","Census Tract 18; Clallam County; Washington","76369","18442",
"1400000US53009001901","Census Tract 19.01; Clallam County; Washington","108580","19063",
"1400000US53009001902","Census Tract 19.02; Clallam County; Washington","100139","16962",
"1400000US53009002001","Census Tract 20.01; Clallam County; Washington","69185","32399",
"1400000US53009002002","Census Tract 20.02; Clallam County; Washington","85867","17636",
"1400000US53009002100","Census Tract 21; Clallam County; Washington","59831","26472",
"1400000US53009002301","Census Tract 23.01; Clallam County; Washington","78239","18504",
"1400000US53009002302","Census Tract 23.02; Clallam County; Washington","98068","45430",
"1400000US53009002400","Census Tract 24; Clallam County; Washington","59643","15435",
"1400000US53009940000","Census Tract 9400; Clallam County; Washington","73333","19528",
"1400000US53009990100","Census Tract 9901; Clallam County; Washington","-","**",
"1400000US53011040101","Census Tract 401.01; Clark County; Washington","109340","12178",
"1400000US53011040102","Census Tract 401.02; Clark County; Washington","116304","4708",
"1400000US53011040201","Census Tract 402.01; Clark County; Washington","138371","10737",
"1400000US53011040202","Census Tract 402.02; Clark County; Washington","100871","19896",
"1400000US53011040203","Census Tract 402.03; Clark County; Washington","115427","6160",
"1400000US53011040301","Census Tract 403.01; Clark County; Washington","154653","44441",
"1400000US53011040303","Census Tract 403.03; Clark County; Washington","151121","31337",
"1400000US53011040304","Census Tract 403.04; Clark County; Washington","120774","27135",
"1400000US53011040305","Census Tract 403.05; Clark County; Washington","107277","9360",
"1400000US53011040403","Census Tract 404.03; Clark County; Washington","132250","34849",
"1400000US53011040407","Census Tract 404.07; Clark County; Washington","102847","15934",
"1400000US53011040408","Census Tract 404.08; Clark County; Washington","143684","20497",
"1400000US53011040409","Census Tract 404.09; Clark County; Washington","138977","18817",
"1400000US53011040411","Census Tract 404.11; Clark County; Washington","94022","10109",
"1400000US53011040412","Census Tract 404.12; Clark County; Washington","114460","30199",
"1400000US53011040413","Census Tract 404.13; Clark County; Washington","95568","19922",
"1400000US53011040414","Census Tract 404.14; Clark County; Washington","111425","13431",
"1400000US53011040415","Census Tract 404.15; Clark County; Washington","85982","23646",
"1400000US53011040416","Census Tract 404.16; Clark County; Washington","119591","26556",
"1400000US53011040504","Census Tract 405.04; Clark County; Washington","114779","16150",
"1400000US53011040505","Census Tract 405.05; Clark County; Washington","138563","16660",
"1400000US53011040507","Census Tract 405.07; Clark County; Washington","75250","30541",
"1400000US53011040509","Census Tract 405.09; Clark County; Washington","95662","26144",
"1400000US53011040510","Census Tract 405.10; Clark County; Washington","147533","29280",
"1400000US53011040511","Census Tract 405.11; Clark County; Washington","141359","14983",
"1400000US53011040512","Census Tract 405.12; Clark County; Washington","117625","20678",
"1400000US53011040513","Census Tract 405.13; Clark County; Washington","147778","16701",
"1400000US53011040603","Census Tract 406.03; Clark County; Washington","146094","21958",
"1400000US53011040604","Census Tract 406.04; Clark County; Washington","133616","17222",
"1400000US53011040605","Census Tract 406.05; Clark County; Washington","159659","25782",
"1400000US53011040608","Census Tract 406.08; Clark County; Washington","138462","26255",
"1400000US53011040609","Census Tract 406.09; Clark County; Washington","185063","20447",
"1400000US53011040610","Census Tract 406.10; Clark County; Washington","175638","13639",
"1400000US53011040703","Census Tract 407.03; Clark County; Washington","91946","12747",
"1400000US53011040706","Census Tract 407.06; Clark County; Washington","79451","10056",
"1400000US53011040707","Census Tract 407.07; Clark County; Washington","101829","6567",
"1400000US53011040709","Census Tract 407.09; Clark County; Washington","123931","12725",
"1400000US53011040711","Census Tract 407.11; Clark County; Washington","100089","41902",
"1400000US53011040712","Census Tract 407.12; Clark County; Washington","115625","30442",
"1400000US53011040713","Census Tract 407.13; Clark County; Washington","143871","17598",
"1400000US53011040714","Census Tract 407.14; Clark County; Washington","92520","16696",
"1400000US53011040715","Census Tract 407.15; Clark County; Washington","130119","27932",
"1400000US53011040803","Census Tract 408.03; Clark County; Washington","114063","24869",
"1400000US53011040806","Census Tract 408.06; Clark County; Washington","116339","34579",
"1400000US53011040808","Census Tract 408.08; Clark County; Washington","89813","13772",
"1400000US53011040809","Census Tract 408.09; Clark County; Washington","84006","21587",
"1400000US53011040810","Census Tract 408.10; Clark County; Washington","122679","24960",
"1400000US53011040811","Census Tract 408.11; Clark County; Washington","134808","24582",
"1400000US53011040812","Census Tract 408.12; Clark County; Washington","150813","30090",
"1400000US53011040904","Census Tract 409.04; Clark County; Washington","81708","34400",
"1400000US53011040905","Census Tract 409.05; Clark County; Washington","149219","17574",
"1400000US53011040907","Census Tract 409.07; Clark County; Washington","165488","12909",
"1400000US53011040908","Census Tract 409.08; Clark County; Washington","130574","23805",
"1400000US53011040909","Census Tract 409.09; Clark County; Washington","139375","18225",
"1400000US53011040910","Census Tract 409.10; Clark County; Washington","133960","6930",
"1400000US53011041003","Census Tract 410.03; Clark County; Washington","110543","9831",
"1400000US53011041005","Census Tract 410.05; Clark County; Washington","71905","20300",
"1400000US53011041007","Census Tract 410.07; Clark County; Washington","88000","36991",
"1400000US53011041008","Census Tract 410.08; Clark County; Washington","142667","27544",
"1400000US53011041009","Census Tract 410.09; Clark County; Washington","88125","17218",
"1400000US53011041010","Census Tract 410.10; Clark County; Washington","86379","18504",
"1400000US53011041011","Census Tract 410.11; Clark County; Washington","112791","14513",
"1400000US53011041104","Census Tract 411.04; Clark County; Washington","100958","23387",
"1400000US53011041105","Census Tract 411.05; Clark County; Washington","114762","10134",
"1400000US53011041107","Census Tract 411.07; Clark County; Washington","120682","12133",
"1400000US53011041110","Census Tract 411.10; Clark County; Washington","117230","32301",
"1400000US53011041111","Census Tract 411.11; Clark County; Washington","56131","10619",
"1400000US53011041112","Census Tract 411.12; Clark County; Washington","86882","7454",
"1400000US53011041113","Census Tract 411.13; Clark County; Washington","60139","23968",
"1400000US53011041114","Census Tract 411.14; Clark County; Washington","85750","20926",
"1400000US53011041203","Census Tract 412.03; Clark County; Washington","82161","12864",
"1400000US53011041205","Census Tract 412.05; Clark County; Washington","89727","18301",
"1400000US53011041206","Census Tract 412.06; Clark County; Washington","83011","7365",
"1400000US53011041207","Census Tract 412.07; Clark County; Washington","99671","21840",
"1400000US53011041208","Census Tract 412.08; Clark County; Washington","108333","30754",
"1400000US53011041309","Census Tract 413.09; Clark County; Washington","115231","23694",
"1400000US53011041310","Census Tract 413.10; Clark County; Washington","113500","18605",
"1400000US53011041312","Census Tract 413.12; Clark County; Washington","89845","15449",
"1400000US53011041313","Census Tract 413.13; Clark County; Washington","90217","37460",
"1400000US53011041317","Census Tract 413.17; Clark County; Washington","85789","20667",
"1400000US53011041319","Census Tract 413.19; Clark County; Washington","108344","30462",
"1400000US53011041320","Census Tract 413.20; Clark County; Washington","101927","39367",
"1400000US53011041321","Census Tract 413.21; Clark County; Washington","101480","5800",
"1400000US53011041322","Census Tract 413.22; Clark County; Washington","80667","4300",
"1400000US53011041323","Census Tract 413.23; Clark County; Washington","84083","26578",
"1400000US53011041325","Census Tract 413.25; Clark County; Washington","138616","16468",
"1400000US53011041326","Census Tract 413.26; Clark County; Washington","96908","8565",
"1400000US53011041328","Census Tract 413.28; Clark County; Washington","119604","21817",
"1400000US53011041329","Census Tract 413.29; Clark County; Washington","91947","26832",
"1400000US53011041330","Census Tract 413.30; Clark County; Washington","89386","16825",
"1400000US53011041331","Census Tract 413.31; Clark County; Washington","68788","17019",
"1400000US53011041332","Census Tract 413.32; Clark County; Washington","114179","17035",
"1400000US53011041333","Census Tract 413.33; Clark County; Washington","90595","6652",
"1400000US53011041334","Census Tract 413.34; Clark County; Washington","118919","28801",
"1400000US53011041335","Census Tract 413.35; Clark County; Washington","122554","28991",
"1400000US53011041336","Census Tract 413.36; Clark County; Washington","93365","35857",
"1400000US53011041337","Census Tract 413.37; Clark County; Washington","101146","26917",
"1400000US53011041400","Census Tract 414; Clark County; Washington","119438","20817",
"1400000US53011041500","Census Tract 415; Clark County; Washington","92344","18162",
"1400000US53011041600","Census Tract 416; Clark County; Washington","46071","15398",
"1400000US53011041700","Census Tract 417; Clark County; Washington","66154","21430",
"1400000US53011041800","Census Tract 418; Clark County; Washington","66042","3711",
"1400000US53011041900","Census Tract 419; Clark County; Washington","136607","14356",
"1400000US53011042000","Census Tract 420; Clark County; Washington","117181","12412",
"1400000US53011042100","Census Tract 421; Clark County; Washington","99476","37432",
"1400000US53011042300","Census Tract 423; Clark County; Washington","128333","62225",
"1400000US53011042400","Census Tract 424; Clark County; Washington","177292","107028",
"1400000US53011042500","Census Tract 425; Clark County; Washington","90347","24866",
"1400000US53011042601","Census Tract 426.01; Clark County; Washington","129767","61654",
"1400000US53011042602","Census Tract 426.02; Clark County; Washington","62917","22500",
"1400000US53011042700","Census Tract 427; Clark County; Washington","58979","5076",
"1400000US53011042800","Census Tract 428; Clark County; Washington","147150","48624",
"1400000US53011042900","Census Tract 429; Clark County; Washington","94167","47845",
"1400000US53011043000","Census Tract 430; Clark County; Washington","92174","23727",
"1400000US53011043100","Census Tract 431; Clark County; Washington","100375","34958",
"1400000US53013960200","Census Tract 9602; Columbia County; Washington","101653","11152",
"1400000US53015000400","Census Tract 4; Cowlitz County; Washington","64779","35962",
"1400000US53015000501","Census Tract 5.01; Cowlitz County; Washington","61780","15771",
"1400000US53015000502","Census Tract 5.02; Cowlitz County; Washington","49468","6055",
"1400000US53015000601","Census Tract 6.01; Cowlitz County; Washington","52610","11980",
"1400000US53015000602","Census Tract 6.02; Cowlitz County; Washington","96094","8039",
"1400000US53015000702","Census Tract 7.02; Cowlitz County; Washington","93056","19949",
"1400000US53015000703","Census Tract 7.03; Cowlitz County; Washington","61552","12124",
"1400000US53015000705","Census Tract 7.05; Cowlitz County; Washington","81205","9966",
"1400000US53015000706","Census Tract 7.06; Cowlitz County; Washington","106538","36591",
"1400000US53015000801","Census Tract 8.01; Cowlitz County; Washington","107182","19923",
"1400000US53015000802","Census Tract 8.02; Cowlitz County; Washington","113083","40035",
"1400000US53015000901","Census Tract 9.01; Cowlitz County; Washington","104205","19305",
"1400000US53015000902","Census Tract 9.02; Cowlitz County; Washington","101458","30995",
"1400000US53015001000","Census Tract 10; Cowlitz County; Washington","53871","10250",
"1400000US53015001100","Census Tract 11; Cowlitz County; Washington","55077","13082",
"1400000US53015001200","Census Tract 12; Cowlitz County; Washington","100234","22012",
"1400000US53015001300","Census Tract 13; Cowlitz County; Washington","68750","15293",
"1400000US53015001501","Census Tract 15.01; Cowlitz County; Washington","104492","12474",
"1400000US53015001503","Census Tract 15.03; Cowlitz County; Washington","96269","16283",
"1400000US53015001504","Census Tract 15.04; Cowlitz County; Washington","88036","35959",
"1400000US53015001601","Census Tract 16.01; Cowlitz County; Washington","118938","41392",
"1400000US53015001602","Census Tract 16.02; Cowlitz County; Washington","141538","30535",
"1400000US53015001700","Census Tract 17; Cowlitz County; Washington","95278","35367",
"1400000US53015001800","Census Tract 18; Cowlitz County; Washington","91406","16465",
"1400000US53015001900","Census Tract 19; Cowlitz County; Washington","104338","29722",
"1400000US53015002001","Census Tract 20.01; Cowlitz County; Washington","108200","22294",
"1400000US53015002003","Census Tract 20.03; Cowlitz County; Washington","79206","14593",
"1400000US53015002004","Census Tract 20.04; Cowlitz County; Washington","94575","72421",
"1400000US53015002100","Census Tract 21; Cowlitz County; Washington","51375","28307",
"1400000US53015980000","Census Tract 9800; Cowlitz County; Washington","52768","41870",
"1400000US53017950101","Census Tract 9501.01; Douglas County; Washington","65346","12817",
"1400000US53017950102","Census Tract 9501.02; Douglas County; Washington","53807","10321",
"1400000US53017950200","Census Tract 9502; Douglas County; Washington","77013","11970",
"1400000US53017950300","Census Tract 9503; Douglas County; Washington","95598","16296",
"1400000US53017950400","Census Tract 9504; Douglas County; Washington","111316","43307",
"1400000US53017950500","Census Tract 9505; Douglas County; Washington","71250","18720",
"1400000US53017950600","Census Tract 9506; Douglas County; Washington","143646","19591",
"1400000US53017950700","Census Tract 9507; Douglas County; Washington","84830","10447",
"1400000US53017950800","Census Tract 9508; Douglas County; Washington","93872","19843",
"1400000US53019940000","Census Tract 9400; Ferry County; Washington","71750","4862",
"1400000US53019970100","Census Tract 9701; Ferry County; Washington","75221","11921",
"1400000US53019970200","Census Tract 9702; Ferry County; Washington","76571","12623",
"1400000US53021020101","Census Tract 201.01; Franklin County; Washington","28239","21883",
"1400000US53021020102","Census Tract 201.02; Franklin County; Washington","57180","21944",
"1400000US53021020103","Census Tract 201.03; Franklin County; Washington","63705","16603",
"1400000US53021020201","Census Tract 202.01; Franklin County; Washington","59196","18668",
"1400000US53021020202","Census Tract 202.02; Franklin County; Washington","52014","12288",
"1400000US53021020300","Census Tract 203; Franklin County; Washington","45721","20212",
"1400000US53021020401","Census Tract 204.01; Franklin County; Washington","47500","21442",
"1400000US53021020402","Census Tract 204.02; Franklin County; Washington","69640","21893",
"1400000US53021020403","Census Tract 204.03; Franklin County; Washington","61987","11665",
"1400000US53021020404","Census Tract 204.04; Franklin County; Washington","65755","36889",
"1400000US53021020501","Census Tract 205.01; Franklin County; Washington","122070","24368",
"1400000US53021020503","Census Tract 205.03; Franklin County; Washington","158011","63019",
"1400000US53021020504","Census Tract 205.04; Franklin County; Washington","98875","36982",
"1400000US53021020603","Census Tract 206.03; Franklin County; Washington","74773","29374",
"1400000US53021020605","Census Tract 206.05; Franklin County; Washington","100639","15805",
"1400000US53021020606","Census Tract 206.06; Franklin County; Washington","101516","11433",
"1400000US53021020607","Census Tract 206.07; Franklin County; Washington","124731","31532",
"1400000US53021020608","Census Tract 206.08; Franklin County; Washington","113569","9418",
"1400000US53021020700","Census Tract 207; Franklin County; Washington","92667","13860",
"1400000US53021020801","Census Tract 208.01; Franklin County; Washington","77201","65673",
"1400000US53021020802","Census Tract 208.02; Franklin County; Washington","84167","19064",
"1400000US53021980100","Census Tract 9801; Franklin County; Washington","-","**",
"1400000US53023970300","Census Tract 9703; Garfield County; Washington","86616","4275",
"1400000US53025010100","Census Tract 101; Grant County; Washington","79808","16818",
"1400000US53025010200","Census Tract 102; Grant County; Washington","98924","18452",
"1400000US53025010300","Census Tract 103; Grant County; Washington","74091","31646",
"1400000US53025010401","Census Tract 104.01; Grant County; Washington","99271","26741",
"1400000US53025010402","Census Tract 104.02; Grant County; Washington","66650","21598",
"1400000US53025010500","Census Tract 105; Grant County; Washington","98796","5342",
"1400000US53025010600","Census Tract 106; Grant County; Washington","85014","13346",
"1400000US53025010700","Census Tract 107; Grant County; Washington","85968","21993",
"1400000US53025010800","Census Tract 108; Grant County; Washington","59750","18750",
"1400000US53025010901","Census Tract 109.01; Grant County; Washington","81360","17234",
"1400000US53025010903","Census Tract 109.03; Grant County; Washington","49403","17769",
"1400000US53025010904","Census Tract 109.04; Grant County; Washington","85965","12492",
"1400000US53025011001","Census Tract 110.01; Grant County; Washington","123859","47923",
"1400000US53025011002","Census Tract 110.02; Grant County; Washington","90438","13793",
"1400000US53025011101","Census Tract 111.01; Grant County; Washington","120855","20382",
"1400000US53025011102","Census Tract 111.02; Grant County; Washington","65260","28557",
"1400000US53025011200","Census Tract 112; Grant County; Washington","97014","15384",
"1400000US53025011300","Census Tract 113; Grant County; Washington","68529","10499",
"1400000US53025011401","Census Tract 114.01; Grant County; Washington","74722","38404",
"1400000US53025011403","Census Tract 114.03; Grant County; Washington","49457","11423",
"1400000US53025011404","Census Tract 114.04; Grant County; Washington","80417","25256",
"1400000US53025011405","Census Tract 114.05; Grant County; Washington","91641","37786",
"1400000US53025011406","Census Tract 114.06; Grant County; Washington","72376","30813",
"1400000US53027000201","Census Tract 2.01; Grays Harbor County; Washington","77848","10641",
"1400000US53027000202","Census Tract 2.02; Grays Harbor County; Washington","90184","12573",
"1400000US53027000300","Census Tract 3; Grays Harbor County; Washington","83013","12330",
"1400000US53027000401","Census Tract 4.01; Grays Harbor County; Washington","97618","20165",
"1400000US53027000402","Census Tract 4.02; Grays Harbor County; Washington","85598","13134",
"1400000US53027000501","Census Tract 5.01; Grays Harbor County; Washington","57953","14857",
"1400000US53027000502","Census Tract 5.02; Grays Harbor County; Washington","96890","44656",
"1400000US53027000600","Census Tract 6; Grays Harbor County; Washington","94531","15479",
"1400000US53027000700","Census Tract 7; Grays Harbor County; Washington","104250","17854",
"1400000US53027000800","Census Tract 8; Grays Harbor County; Washington","104563","12912",
"1400000US53027000900","Census Tract 9; Grays Harbor County; Washington","73052","7243",
"1400000US53027001000","Census Tract 10; Grays Harbor County; Washington","52446","10275",
"1400000US53027001100","Census Tract 11; Grays Harbor County; Washington","71250","14382",
"1400000US53027001200","Census Tract 12; Grays Harbor County; Washington","48883","2906",
"1400000US53027001300","Census Tract 13; Grays Harbor County; Washington","79125","21577",
"1400000US53027001400","Census Tract 14; Grays Harbor County; Washington","70665","6379",
"1400000US53027001500","Census Tract 15; Grays Harbor County; Washington","64884","16735",
"1400000US53027001601","Census Tract 16.01; Grays Harbor County; Washington","98627","10877",
"1400000US53027001602","Census Tract 16.02; Grays Harbor County; Washington","104400","3677",
"1400000US53027940000","Census Tract 9400; Grays Harbor County; Washington","64750","27074",
"1400000US53027990000","Census Tract 9900; Grays Harbor County; Washington","-","**",
"1400000US53029970100","Census Tract 9701; Island County; Washington","76125","15378",
"1400000US53029970200","Census Tract 9702; Island County; Washington","44750","38418",
"1400000US53029970300","Census Tract 9703; Island County; Washington","106114","8385",
"1400000US53029970401","Census Tract 9704.01; Island County; Washington","115699","16324",
"1400000US53029970402","Census Tract 9704.02; Island County; Washington","117344","72524",
"1400000US53029970500","Census Tract 9705; Island County; Washington","106563","18340",
"1400000US53029970601","Census Tract 9706.01; Island County; Washington","93038","25198",
"1400000US53029970602","Census Tract 9706.02; Island County; Washington","97424","21820",
"1400000US53029970700","Census Tract 9707; Island County; Washington","68664","7887",
"1400000US53029970800","Census Tract 9708; Island County; Washington","84727","19897",
"1400000US53029970900","Census Tract 9709; Island County; Washington","71026","8798",
"1400000US53029971000","Census Tract 9710; Island County; Washington","111817","8709",
"1400000US53029971100","Census Tract 9711; Island County; Washington","99597","6526",
"1400000US53029971301","Census Tract 9713.01; Island County; Washington","126250","19842",
"1400000US53029971302","Census Tract 9713.02; Island County; Washington","118583","36673",
"1400000US53029971400","Census Tract 9714; Island County; Washington","116875","12063",
"1400000US53029971500","Census Tract 9715; Island County; Washington","119276","29195",
"1400000US53029971600","Census Tract 9716; Island County; Washington","97981","23355",
"1400000US53029971700","Census Tract 9717; Island County; Washington","110038","9231",
"1400000US53029971800","Census Tract 9718; Island County; Washington","114609","18791",
"1400000US53029971900","Census Tract 9719; Island County; Washington","114904","23526",
"1400000US53029972000","Census Tract 9720; Island County; Washington","133942","21556",
"1400000US53029972100","Census Tract 9721; Island County; Washington","133342","16404",
"1400000US53029992201","Census Tract 9922.01; Island County; Washington","-","**",
"1400000US53031950202","Census Tract 9502.02; Jefferson County; Washington","81985","7567",
"1400000US53031950301","Census Tract 9503.01; Jefferson County; Washington","133846","27489",
"1400000US53031950302","Census Tract 9503.02; Jefferson County; Washington","137946","22915",
"1400000US53031950400","Census Tract 9504; Jefferson County; Washington","91471","16059",
"1400000US53031950501","Census Tract 9505.01; Jefferson County; Washington","75125","39854",
"1400000US53031950502","Census Tract 9505.02; Jefferson County; Washington","100768","3875",
"1400000US53031950602","Census Tract 9506.02; Jefferson County; Washington","81065","18265",
"1400000US53031950603","Census Tract 9506.03; Jefferson County; Washington","60556","26993",
"1400000US53031950604","Census Tract 9506.04; Jefferson County; Washington","101596","14933",
"1400000US53031950702","Census Tract 9507.02; Jefferson County; Washington","70125","23157",
"1400000US53031990000","Census Tract 9900; Jefferson County; Washington","-","**",
"1400000US53033000101","Census Tract 1.01; King County; Washington","98021","60070",
"1400000US53033000102","Census Tract 1.02; King County; Washington","173438","53929",
"1400000US53033000201","Census Tract 2.01; King County; Washington","124346","32841",
"1400000US53033000202","Census Tract 2.02; King County; Washington","142868","24637",
"1400000US53033000300","Census Tract 3; King County; Washington","165125","33841",
"1400000US53033000402","Census Tract 4.02; King County; Washington","157879","22937",
"1400000US53033000403","Census Tract 4.03; King County; Washington","88750","78867",
"1400000US53033000404","Census Tract 4.04; King County; Washington","63206","27305",
"1400000US53033000500","Census Tract 5; King County; Washington","221536","21323",
"1400000US53033000601","Census Tract 6.01; King County; Washington","112803","28346",
"1400000US53033000602","Census Tract 6.02; King County; Washington","125000","18586",
"1400000US53033000700","Census Tract 7; King County; Washington","128750","46757",
"1400000US53033000800","Census Tract 8; King County; Washington","150284","35085",
"1400000US53033000900","Census Tract 9; King County; Washington","169125","26983",
"1400000US53033001000","Census Tract 10; King County; Washington","185833","55821",
