"GEO_ID","NAME","B19113_001E","B19113_001M",
"Geography","Geographic Area Name","Estimate!!Median family income in the past 12 months (in 2023 inflation-adjusted dollars)","Margin of Error!!Median family income in the past 12 months (in 2023 inflation-adjusted dollars)",
"1400000US41009971100","Census Tract 9711; Columbia County; Oregon","86071","23035",
"1400000US41011000101","Census Tract 1.01; Coos County; Oregon","69625","17842",
"1400000US41011000102","Census Tract 1.02; Coos County; Oregon","68681","32728",
"1400000US41011000103","Census Tract 1.03; Coos County; Oregon","121061","30276",
"1400000US41011000200","Census Tract 2; Coos County; Oregon","92917","6648",
"1400000US41011000300","Census Tract 3; Coos County; Oregon","58864","19655",
"1400000US41011000401","Census Tract 4.01; Coos County; Oregon","110000","28036",
"1400000US41011000402","Census Tract 4.02; Coos County; Oregon","108750","25288",
"1400000US41011000502","Census Tract 5.02; Coos County; Oregon","94403","20461",
"1400000US41011000503","Census Tract 5.03; Coos County; Oregon","81250","16850",
"1400000US41011000505","Census Tract 5.05; Coos County; Oregon","70383","10842",
"1400000US41011000506","Census Tract 5.06; Coos County; Oregon","76875","27100",
"1400000US41011000600","Census Tract 6; Coos County; Oregon","88147","5742",
"1400000US41011000701","Census Tract 7.01; Coos County; Oregon","84125","18209",
"1400000US41011000702","Census Tract 7.02; Coos County; Oregon","68911","5577",
"1400000US41011000800","Census Tract 8; Coos County; Oregon","110526","23586",
"1400000US41011000901","Census Tract 9.01; Coos County; Oregon","66383","6156",
"1400000US41011000902","Census Tract 9.02; Coos County; Oregon","72222","26182",
"1400000US41011001001","Census Tract 10.01; Coos County; Oregon","73651","34297",
"1400000US41011001002","Census Tract 10.02; Coos County; Oregon","64497","13168",
"1400000US41011001101","Census Tract 11.01; Coos County; Oregon","49940","14539",
"1400000US41011001102","Census Tract 11.02; Coos County; Oregon","67778","16702",
"1400000US41011990101","Census Tract 9901.01; Coos County; Oregon","-","**",
"1400000US41013950101","Census Tract 9501.01; Crook County; Oregon","112952","13041",
"1400000US41013950102","Census Tract 9501.02; Crook County; Oregon","78434","9263",
"1400000US41013950200","Census Tract 9502; Crook County; Oregon","91094","5467",
"1400000US41013950301","Census Tract 9503.01; Crook County; Oregon","120880","18740",
"1400000US41013950302","Census Tract 9503.02; Crook County; Oregon","56574","26317",
"1400000US41013950401","Census Tract 9504.01; Crook County; Oregon","96521","8021",
"1400000US41013950402","Census Tract 9504.02; Crook County; Oregon","84174","14302",
"1400000US41015950100","Census Tract 9501; Curry County; Oregon","63538","9839",
"1400000US41015950201","Census Tract 9502.01; Curry County; Oregon","85101","20018",
"1400000US41015950202","Census Tract 9502.02; Curry County; Oregon","70938","22723",
"1400000US41015950301","Census Tract 9503.01; Curry County; Oregon","65684","9028",
"1400000US41015950302","Census Tract 9503.02; Curry County; Oregon","73851","3249",
"1400000US41015950401","Census Tract 9504.01; Curry County; Oregon","115417","78944",
"1400000US41015950402","Census Tract 9504.02; Curry County; Oregon","61838","17836",
"1400000US41015990101","Census Tract 9901.01; Curry County; Oregon","-","**",
"1400000US41017000100","Census Tract 1; Deschutes County; Oregon","128068","37520",
"1400000US41017000201","Census Tract 2.01; Deschutes County; Oregon","64185","20071",
"1400000US41017000202","Census Tract 2.02; Deschutes County; Oregon","61587","29410",
"1400000US41017000301","Census Tract 3.01; Deschutes County; Oregon","85880","20138",
"1400000US41017000302","Census Tract 3.02; Deschutes County; Oregon","83516","37846",
"1400000US41017000401","Census Tract 4.01; Deschutes County; Oregon","89363","12428",
"1400000US41017000403","Census Tract 4.03; Deschutes County; Oregon","127238","35369",
"1400000US41017000404","Census Tract 4.04; Deschutes County; Oregon","97143","23920",
"1400000US41017000501","Census Tract 5.01; Deschutes County; Oregon","124375","41012",
"1400000US41017000502","Census Tract 5.02; Deschutes County; Oregon","102500","22718",
"1400000US41017000601","Census Tract 6.01; Deschutes County; Oregon","137784","25232",
"1400000US41017000602","Census Tract 6.02; Deschutes County; Oregon","91622","26302",
"1400000US41017000603","Census Tract 6.03; Deschutes County; Oregon","138617","7529",
"1400000US41017000701","Census Tract 7.01; Deschutes County; Oregon","78000","16275",
"1400000US41017000702","Census Tract 7.02; Deschutes County; Oregon","119050","10162",
"1400000US41017000800","Census Tract 8; Deschutes County; Oregon","94808","16027",
"1400000US41017000901","Census Tract 9.01; Deschutes County; Oregon","83245","12973",
"1400000US41017000902","Census Tract 9.02; Deschutes County; Oregon","66979","26454",
"1400000US41017001002","Census Tract 10.02; Deschutes County; Oregon","94432","25112",
"1400000US41017001003","Census Tract 10.03; Deschutes County; Oregon","102862","26144",
"1400000US41017001004","Census Tract 10.04; Deschutes County; Oregon","110727","41018",
"1400000US41017001005","Census Tract 10.05; Deschutes County; Oregon","132065","31976",
"1400000US41017001101","Census Tract 11.01; Deschutes County; Oregon","100170","13557",
"1400000US41017001102","Census Tract 11.02; Deschutes County; Oregon","164889","27805",
"1400000US41017001200","Census Tract 12; Deschutes County; Oregon","133618","25688",
"1400000US41017001301","Census Tract 13.01; Deschutes County; Oregon","171373","38945",
"1400000US41017001302","Census Tract 13.02; Deschutes County; Oregon","150676","20383",
"1400000US41017001401","Census Tract 14.01; Deschutes County; Oregon","167143","32506",
"1400000US41017001402","Census Tract 14.02; Deschutes County; Oregon","128897","52337",
"1400000US41017001501","Census Tract 15.01; Deschutes County; Oregon","84115","22148",
"1400000US41017001502","Census Tract 15.02; Deschutes County; Oregon","134375","42291",
"1400000US41017001601","Census Tract 16.01; Deschutes County; Oregon","102424","14821",
"1400000US41017001602","Census Tract 16.02; Deschutes County; Oregon","84477","16475",
"1400000US41017001701","Census Tract 17.01; Deschutes County; Oregon","99063","13663",
"1400000US41017001702","Census Tract 17.02; Deschutes County; Oregon","89222","28160",
"1400000US41017001801","Census Tract 18.01; Deschutes County; Oregon","60398","17970",
"1400000US41017001802","Census Tract 18.02; Deschutes County; Oregon","69792","52376",
"1400000US41017001901","Census Tract 19.01; Deschutes County; Oregon","104306","34629",
"1400000US41017001903","Census Tract 19.03; Deschutes County; Oregon","102917","34361",
"1400000US41017001904","Census Tract 19.04; Deschutes County; Oregon","137109","14965",
"1400000US41017002001","Census Tract 20.01; Deschutes County; Oregon","177188","109293",
"1400000US41017002002","Census Tract 20.02; Deschutes County; Oregon","100516","13768",
"1400000US41017002101","Census Tract 21.01; Deschutes County; Oregon","66797","16528",
"1400000US41017002102","Census Tract 21.02; Deschutes County; Oregon","138150","25622",
"1400000US41017002103","Census Tract 21.03; Deschutes County; Oregon","111767","26876",
"1400000US41019010000","Census Tract 100; Douglas County; Oregon","100678","16140",
"1400000US41019020000","Census Tract 200; Douglas County; Oregon","59679","16740",
"1400000US41019030000","Census Tract 300; Douglas County; Oregon","81250","17126",
"1400000US41019040000","Census Tract 400; Douglas County; Oregon","65529","11697",
"1400000US41019050001","Census Tract 500.01; Douglas County; Oregon","99167","14901",
"1400000US41019050003","Census Tract 500.03; Douglas County; Oregon","61250","16899",
"1400000US41019050004","Census Tract 500.04; Douglas County; Oregon","75625","31457",
"1400000US41019060000","Census Tract 600; Douglas County; Oregon","112225","42240",
"1400000US41019070000","Census Tract 700; Douglas County; Oregon","108902","22940",
"1400000US41019080001","Census Tract 800.01; Douglas County; Oregon","57274","10991",
"1400000US41019080002","Census Tract 800.02; Douglas County; Oregon","87924","12675",
"1400000US41019090001","Census Tract 900.01; Douglas County; Oregon","79800","29506",
"1400000US41019090002","Census Tract 900.02; Douglas County; Oregon","122656","29662",
"1400000US41019100000","Census Tract 1000; Douglas County; Oregon","80741","4585",
"1400000US41019110000","Census Tract 1100; Douglas County; Oregon","93494","5886",
"1400000US41019120001","Census Tract 1200.01; Douglas County; Oregon","60931","32874",
"1400000US41019120002","Census Tract 1200.02; Douglas County; Oregon","53813","9025",
"1400000US41019130001","Census Tract 1300.01; Douglas County; Oregon","54100","16270",
"1400000US41019130002","Census Tract 1300.02; Douglas County; Oregon","69275","27445",
"1400000US41019140000","Census Tract 1400; Douglas County; Oregon","53490","28157",
"1400000US41019150001","Census Tract 1500.01; Douglas County; Oregon","71920","16137",
"1400000US41019150002","Census Tract 1500.02; Douglas County; Oregon","91364","38949",
"1400000US41019160001","Census Tract 1600.01; Douglas County; Oregon","60363","23044",
"1400000US41019160002","Census Tract 1600.02; Douglas County; Oregon","64004","11597",
"1400000US41019170000","Census Tract 1700; Douglas County; Oregon","66786","10110",
"1400000US41019180000","Census Tract 1800; Douglas County; Oregon","73100","18034",
"1400000US41019190000","Census Tract 1900; Douglas County; Oregon","57483","7309",
"1400000US41019200000","Census Tract 2000; Douglas County; Oregon","56797","11431",
"1400000US41019210000","Census Tract 2100; Douglas County; Oregon","57675","4147",
"1400000US41019990000","Census Tract 9900; Douglas County; Oregon","-","**",
"1400000US41021960100","Census Tract 9601; Gilliam County; Oregon","77734","9637",
"1400000US41023960100","Census Tract 9601; Grant County; Oregon","53819","12146",
"1400000US41023960201","Census Tract 9602.01; Grant County; Oregon","77500","29712",
"1400000US41023960202","Census Tract 9602.02; Grant County; Oregon","85379","8162",
"1400000US41025960101","Census Tract 9601.01; Harney County; Oregon","76042","19462",
"1400000US41025960102","Census Tract 9601.02; Harney County; Oregon","53938","17974",
"1400000US41025960200","Census Tract 9602; Harney County; Oregon","63077","5552",
"1400000US41027950100","Census Tract 9501; Hood River County; Oregon","84909","17624",
"1400000US41027950201","Census Tract 9502.01; Hood River County; Oregon","122772","30264",
"1400000US41027950202","Census Tract 9502.02; Hood River County; Oregon","141731","44049",
"1400000US41027950301","Census Tract 9503.01; Hood River County; Oregon","78577","30295",
"1400000US41027950302","Census Tract 9503.02; Hood River County; Oregon","126706","23208",
"1400000US41027950400","Census Tract 9504; Hood River County; Oregon","90086","13699",
"1400000US41029000100","Census Tract 1; Jackson County; Oregon","46181","17843",
"1400000US41029000201","Census Tract 2.01; Jackson County; Oregon","67571","22636",
"1400000US41029000202","Census Tract 2.02; Jackson County; Oregon","57947","7536",
"1400000US41029000203","Census Tract 2.03; Jackson County; Oregon","60151","15269",
"1400000US41029000300","Census Tract 3; Jackson County; Oregon","97273","43978",
"1400000US41029000403","Census Tract 4.03; Jackson County; Oregon","110405","11546",
"1400000US41029000404","Census Tract 4.04; Jackson County; Oregon","97120","14907",
"1400000US41029000405","Census Tract 4.05; Jackson County; Oregon","83000","15199",
"1400000US41029000406","Census Tract 4.06; Jackson County; Oregon","102617","35681",
"1400000US41029000501","Census Tract 5.01; Jackson County; Oregon","92253","5521",
"1400000US41029000502","Census Tract 5.02; Jackson County; Oregon","43977","20927",
"1400000US41029000603","Census Tract 6.03; Jackson County; Oregon","138750","20628",
"1400000US41029000604","Census Tract 6.04; Jackson County; Oregon","81076","18768",
"1400000US41029000605","Census Tract 6.05; Jackson County; Oregon","64392","13179",
"1400000US41029000606","Census Tract 6.06; Jackson County; Oregon","123456","56211",
"1400000US41029000701","Census Tract 7.01; Jackson County; Oregon","90228","10644",
"1400000US41029000702","Census Tract 7.02; Jackson County; Oregon","94211","19049",
"1400000US41029000800","Census Tract 8; Jackson County; Oregon","55156","20569",
"1400000US41029000901","Census Tract 9.01; Jackson County; Oregon","113622","2992",
"1400000US41029000902","Census Tract 9.02; Jackson County; Oregon","102357","10546",
"1400000US41029001001","Census Tract 10.01; Jackson County; Oregon","87972","6176",
"1400000US41029001002","Census Tract 10.02; Jackson County; Oregon","79095","15235",
"1400000US41029001100","Census Tract 11; Jackson County; Oregon","92891","28938",
"1400000US41029001200","Census Tract 12; Jackson County; Oregon","107917","20375",
"1400000US41029001301","Census Tract 13.01; Jackson County; Oregon","86250","21184",
"1400000US41029001303","Census Tract 13.03; Jackson County; Oregon","66189","20459",
"1400000US41029001304","Census Tract 13.04; Jackson County; Oregon","138750","28889",
"1400000US41029001401","Census Tract 14.01; Jackson County; Oregon","84688","34445",
"1400000US41029001402","Census Tract 14.02; Jackson County; Oregon","78357","13230",
"1400000US41029001403","Census Tract 14.03; Jackson County; Oregon","74239","17971",
"1400000US41029001500","Census Tract 15; Jackson County; Oregon","147889","44350",
"1400000US41029001601","Census Tract 16.01; Jackson County; Oregon","65530","8243",
"1400000US41029001602","Census Tract 16.02; Jackson County; Oregon","85280","24395",
"1400000US41029001701","Census Tract 17.01; Jackson County; Oregon","97663","16000",
"1400000US41029001702","Census Tract 17.02; Jackson County; Oregon","91667","29818",
"1400000US41029001801","Census Tract 18.01; Jackson County; Oregon","86329","17100",
"1400000US41029001802","Census Tract 18.02; Jackson County; Oregon","97500","27552",
"1400000US41029001900","Census Tract 19; Jackson County; Oregon","98750","66099",
"1400000US41029002000","Census Tract 20; Jackson County; Oregon","110365","35235",
"1400000US41029002100","Census Tract 21; Jackson County; Oregon","132685","17404",
"1400000US41029002200","Census Tract 22; Jackson County; Oregon","111149","21707",
"1400000US41029002300","Census Tract 23; Jackson County; Oregon","129479","45414",
"1400000US41029002400","Census Tract 24; Jackson County; Oregon","92273","24283",
"1400000US41029002500","Census Tract 25; Jackson County; Oregon","125150","33057",
"1400000US41029002600","Census Tract 26; Jackson County; Oregon","74333","6359",
"1400000US41029002701","Census Tract 27.01; Jackson County; Oregon","72230","27900",
"1400000US41029002702","Census Tract 27.02; Jackson County; Oregon","63988","10392",
"1400000US41029002800","Census Tract 28; Jackson County; Oregon","73082","2991",
"1400000US41029002901","Census Tract 29.01; Jackson County; Oregon","72159","11354",
"1400000US41029002902","Census Tract 29.02; Jackson County; Oregon","83583","38157",
"1400000US41029003001","Census Tract 30.01; Jackson County; Oregon","82194","13987",
"1400000US41029003002","Census Tract 30.02; Jackson County; Oregon","81847","22858",
"1400000US41031940000","Census Tract 9400; Jefferson County; Oregon","61477","11163",
"1400000US41031960100","Census Tract 9601; Jefferson County; Oregon","127368","18535",
"1400000US41031960201","Census Tract 9602.01; Jefferson County; Oregon","53325","12647",
"1400000US41031960202","Census Tract 9602.02; Jefferson County; Oregon","79348","14733",
"1400000US41031960301","Census Tract 9603.01; Jefferson County; Oregon","76875","13158",
"1400000US41031960303","Census Tract 9603.03; Jefferson County; Oregon","68125","26051",
"1400000US41031960304","Census Tract 9603.04; Jefferson County; Oregon","88125","8397",
"1400000US41031960305","Census Tract 9603.05; Jefferson County; Oregon","76250","23658",
"1400000US41033360100","Census Tract 3601; Josephine County; Oregon","72054","27876",
"1400000US41033360300","Census Tract 3603; Josephine County; Oregon","75688","12426",
"1400000US41033360400","Census Tract 3604; Josephine County; Oregon","107137","21210",
"1400000US41033360500","Census Tract 3605; Josephine County; Oregon","69000","19519",
"1400000US41033360601","Census Tract 3606.01; Josephine County; Oregon","55469","21354",
"1400000US41033360602","Census Tract 3606.02; Josephine County; Oregon","87003","7599",
"1400000US41033360701","Census Tract 3607.01; Josephine County; Oregon","56279","9456",
"1400000US41033360703","Census Tract 3607.03; Josephine County; Oregon","50739","8723",
"1400000US41033360704","Census Tract 3607.04; Josephine County; Oregon","66100","21729",
"1400000US41033360800","Census Tract 3608; Josephine County; Oregon","72798","16993",
"1400000US41033360900","Census Tract 3609; Josephine County; Oregon","89271","34248",
"1400000US41033361000","Census Tract 3610; Josephine County; Oregon","78906","13089",
"1400000US41033361101","Census Tract 3611.01; Josephine County; Oregon","78625","16320",
"1400000US41033361102","Census Tract 3611.02; Josephine County; Oregon","62520","14023",
"1400000US41033361201","Census Tract 3612.01; Josephine County; Oregon","72726","8902",
"1400000US41033361202","Census Tract 3612.02; Josephine County; Oregon","75435","8297",
"1400000US41033361301","Census Tract 3613.01; Josephine County; Oregon","102241","16183",
"1400000US41033361302","Census Tract 3613.02; Josephine County; Oregon","87841","35158",
"1400000US41033361400","Census Tract 3614; Josephine County; Oregon","70889","21214",
"1400000US41033361500","Census Tract 3615; Josephine County; Oregon","71250","28540",
"1400000US41033361601","Census Tract 3616.01; Josephine County; Oregon","46313","16004",
"1400000US41033361602","Census Tract 3616.02; Josephine County; Oregon","74773","52941",
"1400000US41035970100","Census Tract 9701; Klamath County; Oregon","50833","19408",
"1400000US41035970201","Census Tract 9702.01; Klamath County; Oregon","68938","26734",
"1400000US41035970202","Census Tract 9702.02; Klamath County; Oregon","77857","36880",
"1400000US41035970300","Census Tract 9703; Klamath County; Oregon","79963","10780",
"1400000US41035970400","Census Tract 9704; Klamath County; Oregon","98429","28421",
"1400000US41035970500","Census Tract 9705; Klamath County; Oregon","81023","35420",
"1400000US41035970600","Census Tract 9706; Klamath County; Oregon","92625","23910",
"1400000US41035970700","Census Tract 9707; Klamath County; Oregon","71957","11585",
"1400000US41035970800","Census Tract 9708; Klamath County; Oregon","68917","5282",
"1400000US41035970901","Census Tract 9709.01; Klamath County; Oregon","133009","55331",
"1400000US41035970902","Census Tract 9709.02; Klamath County; Oregon","46097","18675",
"1400000US41035971000","Census Tract 9710; Klamath County; Oregon","117917","19550",
"1400000US41035971100","Census Tract 9711; Klamath County; Oregon","92386","19196",
"1400000US41035971200","Census Tract 9712; Klamath County; Oregon","57985","11640",
"1400000US41035971300","Census Tract 9713; Klamath County; Oregon","79545","20405",
"1400000US41035971400","Census Tract 9714; Klamath County; Oregon","81112","11484",
"1400000US41035971500","Census Tract 9715; Klamath County; Oregon","49817","5090",
"1400000US41035971600","Census Tract 9716; Klamath County; Oregon","34301","11553",
"1400000US41035971700","Census Tract 9717; Klamath County; Oregon","61458","29137",
